bound,build,chunk_size,t1,t2,t4,t8,s2,s4,s8
100000,serial,1,0.0161969,0.0161969,0.0161969,0.0,0.0,0.0
500000,serial,1,0.1356666,0.1356666,0.1356666,0.0,0.0,0.0
1000000,serial,1,0.3551247,0.3551247,0.3551247,0.0,0.0,0.0
1500000,serial,1,0.6246199,0.6246199,0.6246199,0.0,0.0,0.0
2000000,serial,1,0.9353875,0.9353875,0.9353875,0.0,0.0,0.0
100000,parallel,1,0.0037067,0.0038372000000000002,0.0048049,0.006171,4.22102053580736,3.370913026285667,2.6246799546264787
100000,parallel,2,0.0037751,0.0037515,0.0048559,0.0057477,4.317446354791417,3.3355093803414406,2.8179793656593075
100000,parallel,4,0.0039407999999999995,0.0034506,0.0043073,0.0056635,4.693937286269055,3.760337102128944,2.8598746358259026
100000,parallel,8,0.0034943,0.003283,0.005182,0.0061323,4.933566859579653,3.1256078734079504,2.6412439052231624
100000,parallel,16,0.0033377,0.0035394,0.0046037,0.0062052,4.576171102446743,3.518235332449986,2.61021401405273
100000,parallel,32,0.0035264,0.0035892,0.0045211,0.0056633,4.5126769196478325,3.582513105217757,2.8599756325817105
100000,parallel,64,0.0034914,0.0031533,0.0042438,0.005775,5.13649192909016,3.816603044441303,2.804658008658009
100000,parallel,128,0.0035037000000000002,0.0031641,0.0050743,0.0059468,5.118959577763029,3.1919476578050174,2.7236328781865877
100000,parallel,256,0.0033308,0.0035757000000000002,0.0046228,0.0053695999999999995,4.529714461504041,3.5036990568486632,3.0164071811680575
100000,parallel,512,0.0033502000000000002,0.0036334,0.0042508,0.0057144,4.457780591181813,3.81031805777736,2.8344008119837607
100000,parallel,1024,0.0034438,0.0035598,0.0042359,0.0056583,4.549946626214956,3.823721051016313,2.8625028718873162
100000,parallel,2048,0.003502,0.0034253,0.004813,0.005742,4.728607713193005,3.3652399750675257,2.8207767328456987
100000,parallel,4096,0.0035018000000000002,0.0030536,0.0046076,0.0059581,5.304198323290542,3.515257400816043,2.718467296621406
100000,parallel,8192,0.0033541,0.0035166,0.0045591,0.0056042999999999996,4.605840869021214,3.552652935886469,2.8900843994789716
100000,parallel,1,0.0033598,0.0035716,0.004938,0.0053196,4.534914324112443,3.2800526528959093,3.044759004436424
100000,parallel,2,0.0033221,0.0034691,0.0047863,0.0056491,4.668905479807442,3.384012702922926,2.8671646810996445
100000,parallel,4,0.0033609,0.0033557,0.0044733,0.0054941,4.82668295735614,3.6207944917622332,2.948053366338436
100000,parallel,8,0.0034609,0.0032153,0.0049357,0.0056635999999999995,5.037445961496594,3.2815811333752047,2.8598241401228903
100000,parallel,16,0.003382,0.003536,0.0047704,0.0059157,4.580571266968326,3.3952917994298173,2.7379515526480382
100000,parallel,32,0.0034781,0.0035345,0.0046565,0.0056951,4.582515207242892,3.4783421024374532,2.8440062509876913
100000,parallel,64,0.0033733,0.0034217,0.0046445,0.0056436,4.7335827220387525,3.4873290989342234,2.869958891487703
100000,parallel,128,0.0034729,0.003097,0.0042380000000000004,0.0058221,5.229867613819826,3.821826333176026,2.7819687054499234
100000,parallel,256,0.0032979,0.0031724,0.0047039,0.0059252,5.105566763333753,3.4432917366440616,2.7335617363126983
100000,parallel,512,0.0033544,0.0030943,0.0044436,0.0056475,5.234431050641502,3.6449950490593213,2.867976980965029
100000,parallel,1024,0.003223,0.0037469,0.0051723,0.0056352,4.322746804024661,3.1314695589969643,2.874236939239069
100000,parallel,2048,0.0034008,0.0037526,0.00443,0.0057931,4.316180781324948,3.6561851015801357,2.7958951166042363
100000,parallel,4096,0.0033701,0.0031379,0.0044927,0.0056825,5.161700500334619,3.6051594809357406,2.850312362516498
100000,parallel,8192,0.0034361,0.0031776,0.0045096,0.0057545,5.097211732124874,3.5916489267340785,2.814649404813624
100000,parallel,1,0.0036204,0.0033401999999999998,0.0047882,0.0059694,4.849080893359679,3.3826698968297064,2.7133212718196136
100000,parallel,2,0.0034138,0.0033996,0.0039541,0.005337,4.764354629956466,4.096229230419058,3.034832302791831
100000,parallel,4,0.003323,0.0032002,0.0044466,0.0055817,5.061214924067246,3.642535870103,2.901786194170235
100000,parallel,8,0.0032893,0.0031975,0.0044282,0.0058461,5.065488663017983,3.6576712885596856,2.7705478866252715
100000,parallel,16,0.0033388,0.0036478,0.0045139,0.0059871,4.440183124074784,3.588227475132369,2.7052997277479913
100000,parallel,32,0.0033987,0.0035858,0.0047245,0.0049518,4.516955769981594,3.428278124669277,3.2709115877054806
100000,parallel,64,0.0033585,0.0033197,0.0046975,0.0062501,4.879025213121667,3.4479829696647153,2.5914625365994146
100000,parallel,128,0.0033871,0.0035553,0.0043232,0.0053175,4.555705566337581,3.7465072168763878,3.045961448048895
100000,parallel,256,0.0033347,0.0034023,0.0044629000000000005,0.005834,4.760573729535902,3.629232113648076,2.7762941378128216
100000,parallel,512,0.0035315,0.0029435,0.0040599,0.006028,5.502598946832003,3.989482499568955,2.6869442601194424
100000,parallel,1024,0.0035347,0.0032863,0.0049996,0.005783,4.928612725557619,3.2396391711336907,2.80077814283244
100000,parallel,2048,0.0036287,0.0035895,0.0046025,0.0051874,4.512299763198217,3.519152634437806,3.122354165863438
100000,parallel,4096,0.0036152,0.0035934,0.0040574,0.0054856,4.507402460065676,3.991940651648839,2.9526214087793496
100000,parallel,8192,0.0033682,0.0033696,0.0048354999999999995,0.0054014,4.806772317188984,3.3495812222107335,2.9986484985374164
500000,parallel,1,0.0220483,0.0184303,0.0211838,0.0265795,7.3610630320721855,6.40426174718417,5.1041817942399215
500000,parallel,2,0.021828900000000002,0.0183996,0.0193766,0.0242375,7.373345072718973,7.001568902697067,5.597384218669418
500000,parallel,4,0.0213964,0.016974,0.0197645,0.0262668,7.992612230470131,6.864155430190492,5.164945863218969
500000,parallel,8,0.0210369,0.0160312,0.0177492,0.0256452,8.462660312390838,7.643533229666689,5.290136165832203
500000,parallel,16,0.020804800000000002,0.0155753,0.0186151,0.0261019,8.710368339614647,7.287986634506396,5.197575655412058
500000,parallel,32,0.0206066,0.0152366,0.0180604,0.026578,8.903994329443577,7.511826980576288,5.104469862292121
500000,parallel,64,0.0210156,0.015526,0.0198451,0.0255691,8.738026536132939,6.836276965094657,5.30588092658717
500000,parallel,128,0.0203017,0.0167205,0.0201892,0.0255918,8.113788463263658,6.71976106036891,5.301174594987456
500000,parallel,256,0.0205054,0.0163465,0.0187078,0.0251282,8.299428012112685,7.251873550070024,5.398978040607763
500000,parallel,512,0.020374,0.0149977,0.020031,0.025626,9.045827026810779,6.772832110229145,5.294099742449075
500000,parallel,1024,0.0203933,0.0156735,0.0184706,0.0238727,8.655794812900757,7.345002328023995,5.682918144994073
500000,parallel,2048,0.0210089,0.0151671,0.0187658,0.0251426,8.944794983879582,7.229459975061015,5.395885867014549
500000,parallel,4096,0.020545,0.0159012,0.0189279,0.0238036,8.531846653082786,7.167546320510991,5.699415214505368
500000,parallel,8192,0.0201134,0.0158479,0.0197472,0.0245038,8.56054114425255,6.870168935342733,5.536553514148826
500000,parallel,1,0.0203045,0.0167654,0.0191649,0.0245055,8.092058644589452,7.078909882128266,5.536169431352145
500000,parallel,2,0.020092699999999998,0.0157125,0.0188561,0.0247354,8.634310262529832,7.194838805479393,5.48471421525425
500000,parallel,4,0.0201944,0.0161617,0.0202281,0.0242379,8.394327329426979,6.706838506829609,5.5972918445904964
500000,parallel,8,0.020131,0.0159479,0.019156799999999998,0.0248388,8.50686297255438,7.081903031821599,5.461882216532199
500000,parallel,16,0.0203082,0.015842000000000002,0.019115,0.024315299999999998,8.563729327105163,7.097389484697882,5.579474651762471
500000,parallel,32,0.0201526,0.0153338,0.0189279,0.0229818,8.84755246579452,7.167546320510991,5.903219069002428
500000,parallel,64,0.0201637,0.016076,0.0188705,0.0237007,8.439076884797213,7.189348453936038,5.724160045905816
500000,parallel,128,0.0202092,0.0155958,0.019042299999999998,0.0247008,8.698918939714538,7.124486012719053,5.492397007384376
500000,parallel,256,0.019826,0.0154895,0.0185867,0.0244521,8.75861712773169,7.299122490813323,5.548259658679623
500000,parallel,512,0.0202377,0.0156528,0.0186925,0.0248471,8.667241643667586,7.257809281797512,5.46005771297254
500000,parallel,1024,0.0203395,0.0160316,0.0181422,0.0244336,8.462449162903265,7.47795746932566,5.552460546133194
500000,parallel,2048,0.020266799999999998,0.0161358,0.018465,0.0233769,8.40780128658015,7.347229894394801,5.803446992543922
500000,parallel,4096,0.020246,0.0158975,0.0198272,0.0239649,8.53383236357918,6.84244875726275,5.661054291901906
500000,parallel,8192,0.020184300000000002,0.0159317,0.0187701,0.0239822,8.515513096530816,7.227803794332475,5.656970586518335
500000,parallel,1,0.0210781,0.0156524,0.0190783,0.024508,8.667463136643581,7.111042388472768,5.535604700505957
500000,parallel,2,0.0201317,0.0156901,0.0186425,0.0254685,8.646637051389094,7.27727504358321,5.326839036456799
500000,parallel,4,0.0204538,0.015523499999999999,0.0180408,0.024004499999999998,8.739433761716109,7.519988027138487,5.651715303380617
500000,parallel,8,0.0204182,0.0157779,0.0186228,0.0251481,8.598520715684597,7.284973258586249,5.394705763059635
500000,parallel,16,0.0202889,0.0158477,0.019309800000000002,0.0261687,8.560649179376187,7.025790013361091,5.184307970972956
500000,parallel,32,0.0202487,0.0155681,0.0172255,0.0250214,8.714396747194584,7.875916519114104,5.422022748527261
500000,parallel,64,0.0201502,0.0153068,0.0176856,0.0249722,8.86315885750124,7.671020491247116,5.432705168146979
500000,parallel,128,0.0202957,0.0155597,0.0187209,0.0249698,8.719101268019307,7.246799032097816,5.433227338625059
500000,parallel,256,0.0202265,0.015618,0.0186035,0.0262041,8.68655397618133,7.292530975354101,5.177304314973611
500000,parallel,512,0.0201601,0.0158853,0.0201749,0.0243265,8.540386394968932,6.7245240372938655,5.576905843421782
500000,parallel,1024,0.0204069,0.015346,0.0191323,0.0241526,8.840518701941875,7.090971812066504,5.617059861050156
500000,parallel,2048,0.0202922,0.015695,0.0197018,0.025487,8.643937559732398,6.8860002639352755,5.322972495782164
500000,parallel,4096,0.020388999999999997,0.0154892,0.019242699999999998,0.024825,8.758786767554167,7.050289200579961,5.4649184290030215
500000,parallel,8192,0.0201962,0.0158005,0.0202719,0.0238979,8.586221955001424,6.692347535258166,5.6769255876039315
1000000,parallel,1,0.0484762,0.0366834,0.036211099999999996,0.0505884,9.680801125304635,9.807067446169823,7.019884005028821
1000000,parallel,2,0.0481972,0.033374600000000004,0.0330001,0.0517135,10.640567976844665,10.761321935388075,6.867156545196129
1000000,parallel,4,0.0478607,0.0322805,0.0307449,0.0506273,11.00121435541581,11.55068645531454,7.014490205877067
1000000,parallel,8,0.0470867,0.0321747,0.0324763,0.0515513,11.0373896260105,10.93488790287071,6.8887632319650525
1000000,parallel,16,0.0462946,0.0307392,0.0348582,0.0484832,11.55282831043098,10.18769471745529,7.324695977163224
1000000,parallel,32,0.046188,0.0306735,0.034201,0.0506671,11.577573475475575,10.383459547966433,7.00898018635367
1000000,parallel,64,0.046223,0.0307568,0.031513,0.0501826,11.546217421838422,11.269149239996192,7.076650073930008
1000000,parallel,128,0.0455736,0.0299406,0.0332057,0.0499642,11.860974729965331,10.694690971730758,7.107583029449086
1000000,parallel,256,0.0454841,0.0306036,0.0326312,0.0503942,11.604017174450064,10.882980092672044,7.046935956915677
1000000,parallel,512,0.0461106,0.030105,0.030039,0.0498079,11.796203288490284,11.8221212423849,7.129887025953714
1000000,parallel,1024,0.0452225,0.0302702,0.0328935,0.0503187,11.731825359594586,10.79619681700032,7.0575094348621885
1000000,parallel,2048,0.0453562,0.0304079,0.0331087,0.0482125,11.67869862765926,10.72602367353596,7.365822141560799
1000000,parallel,4096,0.0453154,0.0302983,0.0348942,0.0481958,11.720944739473833,10.177184173874169,7.368374422667536
1000000,parallel,8192,0.0453185,0.0304379,0.0307773,0.0498548,11.66718794660604,11.538526771354213,7.123179713889135
1000000,parallel,1,0.0454207,0.0322605,0.0337056,0.0493313,11.008034593388201,10.536074124181145,7.19877035472408
1000000,parallel,2,0.0454549,0.0309266,0.0335798,0.0487727,11.482823847432309,10.575545417185332,7.281218796580874
1000000,parallel,4,0.0452055,0.0313427,0.0325772,0.0496255,11.330379960884034,10.90101973159142,7.156093137600629
1000000,parallel,8,0.0462383,0.0301761,0.0315985,0.0483413,11.768409436607117,11.238656898270488,7.346196730332036
1000000,parallel,16,0.0452376,0.0308061,0.0348472,0.0477289,11.527739635981186,10.190910604008357,7.440454315938562
1000000,parallel,32,0.0452776,0.0304285,0.036107,0.0473329,11.67079218495818,9.835342177417122,7.502703193761634
1000000,parallel,64,0.0452918,0.0298449,0.031409,0.0498713,11.899007870691475,11.306463115667485,7.120822998397877
1000000,parallel,128,0.045424,0.030264,0.0330608,0.0492356,11.73422878667724,10.741564027488748,7.212762716408453
1000000,parallel,256,0.0452683,0.0297855,0.032955,0.0491574,11.92273757365161,10.77604915794265,7.224236839214442
1000000,parallel,512,0.0453844,0.0316011,0.0286953,0.0477031,11.237732230840066,12.37570961098159,7.444478451085988
1000000,parallel,1024,0.0462324,0.0299678,0.0321952,0.0481416,11.850209224567703,11.030361668820197,7.3766700732838135
1000000,parallel,2048,0.0453635,0.0305513,0.0327335,0.0484644,11.623881798810526,10.848968182443064,7.327537326367396
1000000,parallel,4096,0.0456615,0.0302232,0.0343206,0.0473382,11.750069483046138,10.347275397283266,7.501863188714401
1000000,parallel,8192,0.045622499999999996,0.0313257,0.031473,0.0479154,11.336528792652679,11.283471547040321,7.411494008189434
1000000,parallel,1,0.0450608,0.0289756,0.0320341,0.050392900000000004,12.2559912478085,11.085833533640713,7.047117748730476
1000000,parallel,2,0.0454104,0.0296125,0.0335822,0.050552,11.992391726466865,10.574789620691915,7.0249386770058555
1000000,parallel,4,0.0453304,0.030038099999999998,0.0325964,0.0504919,11.822475456170665,10.894598790050436,7.033300390755746
1000000,parallel,8,0.0453565,0.0295574,0.0309145,0.0507457,12.014747575903158,11.487318248718239,6.99812397897753
1000000,parallel,16,0.0453193,0.029011,0.0312794,0.0505282,12.241036158698426,11.35330920669834,7.028247592433532
1000000,parallel,32,0.045430700000000004,0.0294412,0.0348616,0.0496116,12.06216798228333,10.186701126741172,7.158098106088093
1000000,parallel,64,0.0452629,0.0301393,0.0337396,0.050516899999999997,11.782778631222358,10.525456733334124,7.029819723696427
1000000,parallel,128,0.046121999999999996,0.029845299999999998,0.0361811,0.0490317,11.898848394889649,9.815199095660441,7.242757236644865
1000000,parallel,256,0.0452008,0.029706800000000002,0.0355133,0.0512269,11.954323589211898,9.999766284744027,6.932387085691307
1000000,parallel,512,0.0454435,0.0302602,0.0321995,0.050989900000000005,11.735702341689745,11.028888647339246,6.96460867740474
1000000,parallel,1024,0.0452143,0.0299507,0.0314283,0.0493385,11.856974962187863,11.299519859489696,7.197719833395827
1000000,parallel,2048,0.0452437,0.0313491,0.036207,0.0495666,11.328066834454578,9.808177976634353,7.164596724407161
1000000,parallel,4096,0.045728,0.0295162,0.0317279,0.0510245,12.03151828487407,11.192820829616835,6.959885937147841
1000000,parallel,8192,0.0456228,0.03051,0.0341333,0.0500116,11.639616519174043,10.404054105521588,7.100846603587968
1500000,parallel,1,0.0798873,0.0542255,0.0517523,0.0758387,11.518932974338641,12.069413340083436,8.236163067141183
1500000,parallel,2,0.0786104,0.0554744,0.0484849,0.0764704,11.259606232784853,12.882771749555017,8.1681264907729
1500000,parallel,4,0.07844580000000001,0.0521113,0.0485672,0.0753757,11.986265934643734,12.860941128992406,8.286754219197965
1500000,parallel,8,0.0773757,0.0489348,0.0467414,0.0757167,12.764329270784799,13.36331175360601,8.249433744471167
1500000,parallel,16,0.0768227,0.0481692,0.0457973,0.0750795,12.967205185056011,13.638793116624779,8.319446719810335
1500000,parallel,32,0.0749582,0.0485616,0.05017,0.0753944,12.862424219959802,12.450067769583416,8.284698863576075
1500000,parallel,64,0.0752246,0.0471452,0.0465812,0.0741439,13.248854602377337,13.409270263539796,8.424427363545753
1500000,parallel,128,0.074505,0.0472679,0.0481024,0.0754539,13.214462669168716,12.985212796035126,8.27816587346711
1500000,parallel,256,0.0748059,0.0467923,0.0438328,0.0749879,13.348775332693627,14.250057034914494,8.329609176947214
1500000,parallel,512,0.0742768,0.047368,0.0503686,0.0754422,13.18653732477622,12.400977990255834,8.27944969791443
1500000,parallel,1024,0.0741285,0.0481682,0.0481454,0.0731754,12.96747439181867,12.973615340198648,8.535927374500174
1500000,parallel,2048,0.0746038,0.0472756,0.0451339,0.07606600000000001,13.212310367293064,13.83926272712972,8.211551810270027
1500000,parallel,4096,0.0754746,0.047185,0.0487791,0.0759309,13.237679347250186,12.805072254305635,8.226162208007544
1500000,parallel,8192,0.0741194,0.047421,0.0460688,0.0753053,13.171799413761835,13.558414805681936,8.294501183847617
1500000,parallel,1,0.0743717,0.0490376,0.050367300000000004,0.0737148,12.737570762027506,12.401298064418778,8.473466657984558
1500000,parallel,2,0.0741131,0.0483801,0.047979,0.0744067,12.91067815072726,13.018610225306904,8.394672791563124
1500000,parallel,4,0.0749109,0.0481117,0.0495436,0.0747894,12.982702752137214,12.607479068941297,8.351716954541686
1500000,parallel,8,0.07494870000000001,0.0477199,0.0500421,0.07369629999999999,13.089296079832522,12.481888250093421,8.475593754367589
1500000,parallel,16,0.07418620000000001,0.0475649,0.0468278,0.0745931,13.131950240618607,13.338655670349663,8.373695422230742
1500000,parallel,32,0.0742295,0.0475609,0.0441549,0.0734679,13.133054673061274,14.14610609468032,8.501943025457376
1500000,parallel,64,0.0742827,0.048760200000000004,0.0498149,0.0736371,12.810035643824266,12.538816699421258,8.482407645059352
1500000,parallel,128,0.0743793,0.0474687,0.0454186,0.0733007,13.158563432324879,13.75251328750776,8.521336085467125
1500000,parallel,256,0.0743224,0.0471024,0.0460645,0.0747906,13.260893287815483,13.559680448067384,8.351582952937937
1500000,parallel,512,0.0753501,0.0469766,0.0475743,0.0732319,13.29640501866887,13.129355555415424,8.529341721299051
1500000,parallel,1024,0.0741361,0.0469837,0.0438878,0.0738899,13.294395715961066,14.232198925441695,8.45338672809139
1500000,parallel,2048,0.0742123,0.0475092,0.049554,0.0730912,13.14734619821003,12.60483311135327,8.545760638763628
1500000,parallel,4096,0.0744641,0.0482521,0.0443814,0.0732937,12.944926749302104,14.073911593595515,8.522149925573412
1500000,parallel,8192,0.0750612,0.0477324,0.0486545,0.0731418,13.08586829910082,12.837864945688477,8.539848622812126
1500000,parallel,1,0.074723,0.0479504,0.0440701,0.0752699,13.026375171010045,14.173326132684064,8.29840215012907
1500000,parallel,2,0.0747341,0.0462511,0.0453792,0.0748623,13.504973935755041,13.764453758550172,8.343584153839782
1500000,parallel,4,0.0742762,0.0466015,0.0465836,0.0747555,13.403429074171433,13.408579414214444,8.355504277277257
1500000,parallel,8,0.0743466,0.0463931,0.0457332,0.075868,13.46363791167221,13.657909352505401,8.232982285021352
1500000,parallel,16,0.0743367,0.0464319,0.0446912,0.0755411,13.45238725962108,13.976351048976085,8.268610067896814
1500000,parallel,32,0.0740938,0.046447,0.0433129,0.075581,13.448013865265786,14.421105490512064,8.264244982204524
1500000,parallel,64,0.0755311,0.0464025,0.0471596,0.0753781,13.460910511287107,13.24480911627749,8.286490373198582
1500000,parallel,128,0.0742527,0.0463661,0.0456183,0.0745,13.471478084203762,13.692309884410424,8.384159731543624
1500000,parallel,256,0.0743218,0.047129700000000004,0.0487707,0.0750799,13.253211881255343,12.80727773027658,8.319402396646773
1500000,parallel,512,0.07453,0.046257400000000004,0.04765,0.0734474,13.50313463359376,13.108497376705142,8.504316013909275
1500000,parallel,1024,0.0755337,0.0463579,0.0463952,0.0730407,13.473860981623412,13.463028502948582,8.551669137891613
1500000,parallel,2048,0.0744714,0.047202,0.0418618,0.07297390000000001,13.232911741027923,14.920999574791338,8.559497299719489
1500000,parallel,4096,0.0744983,0.0473267,0.0461633,0.0744884,13.198044655553842,13.530659636551114,8.385465387899325
1500000,parallel,8192,0.0743316,0.0470739,0.0440281,0.0731987,13.268921844164176,14.186846582069178,8.53321028925377
2000000,parallel,1,0.1123288,0.0754749,0.0643976,0.0955864,12.393358586761957,14.525191932618608,9.785780194672046
2000000,parallel,2,0.1125224,0.0710278,0.0640644,0.0993148,13.169315394817241,14.600737695194212,9.418409944942749
2000000,parallel,4,0.1113825,0.0701359,0.0592472,0.0993205,13.33678615373867,15.787876895448225,9.417869422727433
2000000,parallel,8,0.1100496,0.0676784,0.0636347,0.0983163,13.821064032246626,14.699330711074303,9.514063283504363
2000000,parallel,16,0.1086088,0.0671796,0.0635369,0.0983687,13.923683677783137,14.721956847123485,9.508995239339344
2000000,parallel,32,0.1073271,0.0664439,0.0592537,0.0988927,14.077853647964675,15.786145000227835,9.458610190640968
2000000,parallel,64,0.1073884,0.0663964,0.0587822,0.09965059999999999,14.087924947738133,15.912767810663773,9.386672032080089
2000000,parallel,128,0.1064645,0.0659537,0.0628412,0.0989155,14.182487108380576,14.884940134816013,9.456429983167451
2000000,parallel,256,0.1072381,0.0652225,0.061539899999999995,0.0986274,14.341484917014833,15.199691582209267,9.484053113029443
2000000,parallel,512,0.1064851,0.066383,0.0632639,0.09893779999999999,14.090768720907462,14.785485877411922,9.454298559296852
2000000,parallel,1024,0.1066973,0.0652594,0.0583078,0.099159,14.33337572824758,16.042236201674562,9.433208281648666
2000000,parallel,2048,0.10615,0.0656836,0.059835,0.0986467,14.240807446607679,15.63278181666249,9.482197579848084
2000000,parallel,4096,0.1059338,0.0652795,0.0610959,0.09659090000000001,14.328962384822187,15.310151745043449,9.68401267614237
2000000,parallel,8192,0.1064033,0.0655722,0.0636009,0.09767479999999999,14.265001021774472,14.707142508989653,9.576548915380426
2000000,parallel,1,0.1069971,0.0688465,0.0595244,0.0957681,13.58656576587045,15.714354113607195,9.767213717302527
2000000,parallel,2,0.106151,0.0670923,0.0614035,0.0976546,13.941801071061807,15.233455747636537,9.578529838840158
2000000,parallel,4,0.1071912,0.0674902,0.06364020000000001,0.0970799,13.859604801882348,14.698060345504883,9.63523345203281
2000000,parallel,8,0.1064238,0.0674316,0.0585414,0.0952814,13.871649197112335,15.978222249553308,9.817104912396333
2000000,parallel,16,0.1063829,0.0668905,0.0585688,0.0955102,13.983861684394645,15.970747223777849,9.793587491178952
2000000,parallel,32,0.1065393,0.0656528,0.0582891,0.095778,14.247488302098311,16.047382786833214,9.766204138737498
2000000,parallel,64,0.10615630000000001,0.0656249,0.0589619,0.0955519,14.253545529212236,15.864269977731384,9.789313451642512
2000000,parallel,128,0.1061909,0.0669479,0.062334099999999996,0.0964569,13.97187215730441,15.006032011370985,9.697465914828282
2000000,parallel,256,0.10659199999999999,0.0661475,0.0600357,0.0973778,14.14093503155826,15.58052125651904,9.605757164363952
2000000,parallel,512,0.1064369,0.0649347,0.0586824,0.0984345,14.405048456372326,15.939830340954018,9.502638810579626
2000000,parallel,1024,0.10716200000000001,0.0655428,0.0623678,0.0944621,14.271399757105282,14.997923608015675,9.90225180257479
2000000,parallel,2048,0.1062979,0.0652059,0.0613685,0.0961957,14.345135946287071,15.242143770827054,9.723797425456649
2000000,parallel,4096,0.1058889,0.0652948,0.059719,0.0965278,14.325604795481418,15.66314740702289,9.690343092870656
2000000,parallel,8192,0.1062774,0.0657357,0.0652445,0.0965715,14.229520640991122,14.336649066204815,9.685958072516218
2000000,parallel,1,0.1058888,0.0648113,0.059515399999999996,0.0977148,14.432475509671924,15.716730459679345,9.572628711310877
2000000,parallel,2,0.1067327,0.0662252,0.058525,0.0987645,14.12434390534117,15.982699700982486,9.470887819003792
2000000,parallel,4,0.1069572,0.065666,0.0643702,0.0995668,14.24462431090671,14.531374766584538,9.394572287147925
2000000,parallel,8,0.1060933,0.0649021,0.0574181,0.0995255,14.412284040115805,16.290812478991818,9.398470743678756
2000000,parallel,16,0.1077987,0.066094,0.0595414,0.100263,14.152381456713167,15.709867419980048,9.329338838853815
2000000,parallel,32,0.1062338,0.0649621,0.0587459,0.100021,14.398972631734505,15.922600555953693,9.35191109866928
2000000,parallel,64,0.1061618,0.0661758,0.0564644,0.1004578,14.134887677972914,16.565968999936246,9.311248106169954
2000000,parallel,128,0.10635,0.0644953,0.0618485,0.099812,14.503188604440943,15.123851023064423,9.3714934076063
2000000,parallel,256,0.1061249,0.0652865,0.0558998,0.0980237,14.327426037542219,16.733288848976205,9.542462690145342
2000000,parallel,512,0.1062156,0.0660954,0.0628092,0.0979492,14.152081687984339,14.892523706718126,9.549720671531775
2000000,parallel,1024,0.1064394,0.065138,0.0574575,0.0981423,14.360089348767232,16.279641474133054,9.530931107178047
2000000,parallel,2048,0.1063615,0.0665294,0.0573182,0.10379580000000001,14.059761549029451,16.319205767103643,9.011804909254517
2000000,parallel,4096,0.1071556,0.0663928,0.0576414,0.093018,14.088688833728959,16.227702658158893,10.055983788084026
2000000,parallel,8192,0.1063452,0.06587080000000001,0.0573376,0.0953656,14.200336112511158,16.313684214198013,9.808437214257554
